"FilePath","Width","Height","Category","EngineeringTags","RecommendedUsage","CropRatio","QualityStatus","RequiredAction","ReplacementPriority"
"assets/applications/residential/prefab-houses/wood-grain-prefab-house-real-site.jpg","1280","960","logistics; site handling; projects; waterproof","LOADING; HANDLING; PROJECT EVIDENCE; WATER PATH","logistics and project delivery evidence; site handling visual; project evidence; water path evidence","16:9","usable","crop","medium"
"assets/applications/residential/prefab-houses/wood-grain-prefab-house-site-exterior.png","1280","960","logistics; site handling; projects; waterproof","LOADING; HANDLING; PROJECT EVIDENCE; WATER PATH","logistics and project delivery evidence; site handling visual; project evidence; water path evidence","16:9","usable","crop","medium"
"assets/applications/residential/renovation/renovation-exterior-metal-cladding-white.jpg","800","800","product structure","INTERLOCK","panel field / interlock evidence","1:1","usable","crop","medium"
"assets/applications/residential/renovation/renovation-facade-horizontal-panels.jpg","3072","4096","product structure","INTERLOCK","panel field / interlock evidence","1:1","usable","crop","medium"
"assets/applications/residential/renovation/renovation-project-metal-siding-system.jpg","2560","4430","product structure","INTERLOCK","panel field / interlock evidence","1:1","usable","crop","medium"
"assets/applications/residential/container-homes/container-home-cladding-system.JPG","1024","768","product structure; logistics","INTERLOCK; LOADING","panel field / interlock evidence; logistics and project delivery evidence","16:9","usable","crop","medium"
"assets/applications/residential/container-homes/container-home-exterior-gray-metal.jpg","800","600","product structure; logistics","INTERLOCK; LOADING","panel field / interlock evidence; logistics and project delivery evidence","16:9","usable","crop","medium"
"assets/applications/residential/container-homes/container-home-facade-horizontal-panels.JPG","1440","1800","product structure; logistics","INTERLOCK; LOADING","panel field / interlock evidence; logistics and project delivery evidence","16:9","usable","crop","medium"
"assets/applications/residential/container-homes/container-home-modern-cladding.jpg","1920","887","product structure; logistics","INTERLOCK; LOADING","panel field / interlock evidence; logistics and project delivery evidence","16:9","usable","crop","medium"
"assets/applications/residential/container-homes/container-residential-metal-facade.jpg","887","1920","product structure; logistics","INTERLOCK; LOADING","panel field / interlock evidence; logistics and project delivery evidence","16:9","usable","crop","medium"
"assets/applications/residential/container-homes/container-unit-horizontal-siding.JPG","828","622","product structure; logistics","INTERLOCK; LOADING","panel field / interlock evidence; logistics and project delivery evidence","16:9","usable","crop","medium"
"assets/applications/residential/modular-homes/modular-residential-metal-cladding.jpg","1600","1200","product structure; logistics","INTERLOCK; LOADING","panel field / interlock evidence; logistics and project delivery evidence","16:9","usable","crop","medium"
"assets/applications/residential/modular-homes/modular-unit-exterior-white-panels.jpg","1920","1080","product structure; logistics","INTERLOCK; LOADING","panel field / interlock evidence; logistics and project delivery evidence","16:9","usable","crop","medium"
"assets/applications/residential/prefab-houses/gray-prefab-house-panel-exterior.png","807","538","product structure; logistics; projects","INTERLOCK; LOADING; PROJECT EVIDENCE","panel field / interlock evidence; logistics and project delivery evidence; project evidence","16:9","review","replace if unrealistic","medium"
"assets/applications/commercial/restaurants-cafes/restaurant-cafe-exterior-corrugated-metal.jpg","1706","1280","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/commercial/restaurants-cafes/restaurant-cafe-exterior-white-horizontal.jfif","558","744","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/commercial/restaurants-cafes/restaurant-cafe-facade-modern-white-siding.JPG","1440","1080","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/commercial/restaurants-cafes/restaurant-cafe-modern-metal-facade.jfif","377","311","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/commercial/retail-stores/retail-facade-horizontal-panels-white.JPG","4032","3024","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/commercial/retail-stores/retail-storefront-modern-cladding.jpg","4096","3072","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/industrial/poultry-houses/poultry-house-corrugated-cladding.JPG","4032","3024","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/industrial/poultry-houses/poultry-house-exterior-horizontal.JPG","4032","3024","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/industrial/poultry-houses/poultry-house-exterior-white-siding.JPG","4032","3024","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/industrial/warehouses/warehouse-exterior-corrugated-metal.jpg","2048","1536","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/industrial/warehouses/warehouse-exterior-large-scale-panels.jpg","1536","2048","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/industrial/warehouses/warehouse-facade-industrial-horizontal.jpg","2048","1536","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/industrial/workshops/workshop-exterior-white-metal-siding.JPG","4032","3024","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/industrial/workshops/workshop-facade-horizontal-panels.JPG","4032","3024","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/industrial/workshops/workshop-facility-white-siding.JPG","4032","3024","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/public/government-housing/government-housing-facade-horizontal-panels.JPG","4032","3024","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/public/government-housing/government-residential-metal-siding.jpg","2048","1062","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/public/government-housing/government-residential-vertical-panels.jpg","720","1280","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/public/government-housing/government-unit-metal-facade-white.JPG","4032","3024","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/public/government-housing/government-unit-white-metal-cladding.PNG","1200","900","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","review","replace if unrealistic","medium"
"assets/applications/public/schools/school-exterior-metal-cladding-white.JPG","4032","3024","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/residential/expandable-houses/expandable-home-metal-facade-white.jpg","2048","1365","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/residential/expandable-houses/expandable-house-cladding-exterior.jpg","2048","1536","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/residential/expandable-houses/expandable-house-modern-cladding.jpg","2048","1536","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/residential/expandable-houses/expandable-house-modern-siding.jpg","1360","1012","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/residential/expandable-houses/expandable-residential-metal-siding.jpg","2048","1365","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/residential/expandable-houses/expandable-residential-white-panels.jpg","1707","1280","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/residential/expandable-houses/expandable-unit-facade-horizontal.jpg","1216","984","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/residential/expandable-houses/expandable-unit-horizontal-panels.jpg","2048","1536","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/residential/standard-houses/family-house-balcony-cladding-exterior.jpg","900","600","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/residential/standard-houses/modern-residential-cladding-render.png","1066","548","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","review","replace if unrealistic","medium"
"assets/applications/residential/standard-houses/residential-home-wood-cladding-porch.jpg","1290","967","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/residential/standard-houses/residential-side-wall-cladding-exterior.jpg","2048","1158","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/residential/standard-houses/suburban-family-house-wood-cladding.jfif","1600","1200","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/residential/standard-houses/suburban-house-light-cladding-exterior.jpg","2048","1158","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/residential/standard-houses/white-family-house-cladding-exterior.jpg","900","600","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/residential/tiny-houses/small-modern-home-wood-cladding.jpg","1440","1080","product structure; projects","INTERLOCK; PROJECT EVIDENCE","panel field / interlock evidence; project evidence","1:1","usable","crop","medium"
"assets/applications/residential/standard-houses/modern-home-wood-grain-cladding.png","1310","1200","product structure; projects; waterproof","INTERLOCK; PROJECT EVIDENCE; WATER PATH","panel field / interlock evidence; project evidence; water path evidence","1:1","review","replace if unrealistic","medium"
"assets/applications/commercial/retail-stores/retail-store-exterior-modern-facade.jpg","1290","1716","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/industrial/workshops/workshop-exterior-corrugated-facade.JPG","4032","3024","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/public/government-housing/government-housing-exterior-modern-design.PNG","1200","900","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","review","replace if unrealistic","medium"
"assets/applications/public/government-housing/government-housing-exterior-modern-white.jpg","720","1280","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/expandable-houses/expandable-home-exterior-white-facade.jpg","1280","1280","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/expandable-houses/expandable-home-exterior-white-system.jpg","600","600","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/expandable-houses/expandable-house-facade-system.jpg","800","600","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/expandable-houses/expandable-residential-exterior-modern.jpg","750","750","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/compact-resort-villa-wood-facade.jpg","1080","1080","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/forest-resort-villa-triangle-facade.jpg","1080","1279","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/gable-resort-cottage-clean-facade.jpg","960","720","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/garden-resort-villa-exterior.jpg","1200","1600","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/geometric-resort-villa-glass-facade.jpg","960","1280","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/hospitality-resort-pavilion-veranda.jpg","2048","1284","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/illuminated-resort-villa-glass-facade.jpg","2048","922","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/lakeside-resort-villa-raised-deck.jpg","1200","800","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/modern-hospitality-villa-entry-facade.jpg","1290","1716","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/modern-resort-villa-entry-facade.jpg","1536","2048","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/modern-resort-villa-lawn-facade.jpg","2048","1226","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/modern-resort-villa-stone-base.jpg","1440","1080","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/night-resort-villa-exterior-lighting.jpg","1536","2048","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/premium-resort-villa-deck-facade.jpg","593","395","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/red-resort-cabin-veranda-exterior.jpg","1620","1080","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/resort-villa-row-modern-exterior.jpg","2048","1160","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/small-resort-cottage-natural-exterior.jpg","736","1000","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/snow-forest-resort-villa-facade.jpg","960","540","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/tall-resort-villa-forest-exterior.jpg","1080","1278","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/timber-resort-villa-glazed-facade.jpg","1080","1278","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/tropical-resort-cottage-porch-exterior.jpg","828","392","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/woodland-resort-villa-exterior.jpg","1080","1278","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/standard-houses/dark-clad-family-house-garden-exterior.jpeg","735","490","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/standard-houses/gray-family-house-porch-exterior.jpeg","736","414","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/standard-houses/modern-home-entry-facade-renovation.jpg","1158","2048","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/standard-houses/modern-home-garden-exterior.jpeg","750","1000","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/standard-houses/modern-home-veranda-wood-facade.png","1450","1085","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","review","replace if unrealistic","medium"
"assets/applications/residential/standard-houses/modern-residential-duplex-exterior.jpg","900","600","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/standard-houses/modern-residential-front-porch-facade.jpg","2000","1344","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/standard-houses/raised-family-house-wood-exterior.jfif","1600","1200","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/standard-houses/residential-home-evening-facade.jpeg","735","490","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/standard-houses/single-story-family-house-porch-exterior.jpg","1536","1024","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/standard-houses/suburban-family-house-front-facade.jpg","5462","3900","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/standard-houses/suburban-family-house-gable-facade.jpg","3657","2646","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/standard-houses/urban-family-house-front-elevation.jpg","3743","3112","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/standard-houses/wood-clad-family-house-side-exterior.jfif","1600","1200","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/tiny-houses/compact-home-countryside-glass-facade.jpg","1529","2048","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/tiny-houses/elevated-tiny-house-wood-exterior.jpg","2048","1365","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/tiny-houses/gable-tiny-house-entry-exterior.jpg","926","2048","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/tiny-houses/lightweight-home-compact-glass-exterior.jpg","800","1067","projects","PROJECT EVIDENCE","project evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/waterfront-resort-cabins-deck-exterior.jpg","1080","609","projects; waterproof","PROJECT EVIDENCE; WATER PATH","project evidence; water path evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/waterfront-resort-villa-deck-exterior.jpg","1620","1080","projects; waterproof","PROJECT EVIDENCE; WATER PATH","project evidence; water path evidence","16:9 or 4:3","usable","crop","medium"
"assets/applications/residential/resort-houses/wood-grain-resort-cottage-exterior.jpg","1000","765","projects; waterproof","PROJECT EVIDENCE; WATER PATH","project evidence; water path evidence","16:9 or 4:3","usable","crop","medium"
